,Advert_No,Price,Room_Count,Meter_Square,Build_Age,Town,Neighbourhood
2630,0-40179138,                1575000                 ,4,170,30,Selçuklu,Nişantaş
2631,0-37212396,                960000                 ,3,135,12,Selçuklu,BosnaHersek
2632,70173-900,                680000                 ,3,125,28,Ereğli,Eti
2633,80269-661,                10750000                 ,8,440,12,Meram,Havzan
2634,129814-95,                1500000                 ,4,160,0,Selçuklu,Kosova
2635,67219-749,                6000000                 ,4,777,10,Selçuklu,SilleAk
2636,57166-462,                3380000                 ,5,200,15,Karatay,Fevziçakmak
2637,98608-850,                2150000                 ,8,1.600,18,Ereğli,Cahı
2638,82412-2006,                2000000                 ,4,160,5,Selçuklu,Hocacihan
2639,83744-40,                2999000                 ,4,170,25,Selçuklu,Aydınlıkevler
2640,128972-387,                2150000                 ,3,135,0,Selçuklu,Akşemsettin
2641,122179-355,                9950000                 ,11,1.502,11,Meram,Ayanbey
2642,134423-283,                2850000                 ,9,280,10,Meram,Alakova
2643,92343-322,                1850000                 ,4,155,0,Ereğli,Pirömer
2644,99983-548,                2650000                 ,5,180,0,Selçuklu,Yazır
2645,125652-380,                1750000                 ,3,135,0,Selçuklu,Aydınlıkevler
2646,66538-1323,                12500000                 ,12,510,15,Selçuklu,Buhara
2647,39168-4327,                1750000                 ,4,165,3,Selçuklu,MehmetAkif
2648,126617-71,                1990000                 ,7,220,16,Karatay,Saraçoğlu
2649,102252-17,                1720000                 ,4,165,0,Selçuklu,SelahaddinEyyubi
2650,132067-15,                2450000                 ,3,160,5,Ereğli,Servili
2651,131537-20,                1100000                 ,2,90,5,Karatay,Erenler
2652,132493-1,                1330000                 ,4,168,9,Karatay,Fetih
2653,125648-53,                2350000                 ,4,175,0,Selçuklu,Yazır
2654,54167-627,                1900000                 ,5,1.000,10,Karatay,Saraçoğlu
2655,111292-48,                2100000                 ,4,165,0,Meram,Aymanas
2656,117084-254,                11500000                 ,11,380,0,Meram,Ayanbey
2657,124309-78,                3500000                 ,5,240,0,Selçuklu,Kosova
2658,135343-26,                1775000                 ,4,165,0,Karatay,Hacıibalı
2659,131350-168,                950000                 ,4,155,20,Selçuklu,Cumhuriyet
2660,127826-165,                2550000                 ,5,200,13,Selçuklu,Yazır
2661,123376-322,                1650000                 ,7,300,13,Ereğli,Çömlekçi
2662,72388-210,                1200000                 ,4,120,16,Selçuklu,BosnaHersek
2663,125076-60,                1250000                 ,4,160,0,Karatay,Hamzaoğlu
2664,70173-400,                1000000                 ,4,170,10,Ereğli,MehmetAkif
2665,80269-1100,                1240000                 ,3,100,4,Selçuklu,Kosova
2666,112532-377,                1300000                 ,3,237,35,Selçuklu,Hocacihan
2667,131179-19,                2950000                 ,4,183,3,Beyşehir,Yeni
2668,134317-39,                8500000                 ,5,145,5,Meram,Durunday
2669,128842-318,                1850000                 ,4,140,0,Selçuklu,SelahaddinEyyubi
2670,121639-105,                750000                 ,2,55,10,Ereğli,Pirömer
2671,134423-269,                1130000                 ,3,105,4,Karatay,Karaaslandede
2672,46557-1789,                1299999                 ,4,165,5,Karatay,Yediler
2673,99983-544,                1595000                 ,4,190,0,Selçuklu,Yazır
2674,125652-377,                17500000                 ,6,320,0,Selçuklu,Parsana
2675,66538-1297,                990000                 ,4,140,30,Selçuklu,Binkonutlar
2676,0-40145104,                1500000                 ,4,736,5,Kulu,Yeni
2677,126617-70,                670000                 ,4,160,26,Karatay,Şemsitebrizi
2678,102252-15,                1450000                 ,3,130,0,Selçuklu,Parsana
2679,133438-34,                2350000                 ,6,350,20,Selçuklu,SelahaddinEyyubi
2680,93052-188,                7390000                 ,6,260,2,Meram,Yenişehir
2681,132067-10,                2600000                 ,5,160,18,Ereğli,ZiyaGökalp
2682,125648-27,                2350000                 ,4,170,0,Selçuklu,SelahaddinEyyubi
2683,132088-5,                4550000                 ,5,238,0,Karatay,Elmacı
2684,99886-325,                5700000                 ,5,230,0,Meram,Kaşınhanı
2685,73671-1114,                1620000                 ,4,170,0,Meram,Alpaslan
2686,120991-165,                1350000                 ,4,160,0,Karatay,Mengene
2687,130520-341,                15400000                 ,6,400,0,Selçuklu,Hocacihan
2688,128032-276,                1755000                 ,4,145,0,Karatay,HacıHasan
2689,92343-593,                3175000                 ,4,135,20,Ereğli,Belceağaç
2690,121431-632,                14500000                 ,6,400,0,Selçuklu,Hocacihan
2691,92390-760,                1200000                 ,4,165,5,Meram,Hatıp
2692,57166-516,                2900000                 ,4,190,15,Selçuklu,Kosova
2693,136295-1,                525000                 ,3,110,26,Meram,Sahibiata
2694,96686-67,                1400000                 ,3,125,0,Selçuklu,SelahaddinEyyubi
2695,132493-2,                1000000                 ,4,167,0,Meram,Uluırmak
2696,129604-39,                815000                 ,3,100,21,Beyşehir,Evsat
2697,132304-9,                1500000                 ,4,180,21,Karatay,Orhangazi
2698,135343-23,                2550000                 ,5,220,5,Selçuklu,Beyhekim
2699,131350-156,                1025000                 ,4,145,17,Karatay,Hacıyusufmescit
2700,62608-960,                1300000                 ,3,100,30,Ereğli,Şinasi
2701,58332-338,                1300000                 ,3,135,0,Selçuklu,SelahaddinEyyubi
2702,66464-307,                7000000                 ,9,450,0,Selçuklu,SilleAk
2703,116512-638,                3750000                 ,3,130,40,Meram,Melikşah
2704,57416-345,                1500000                 ,4,130,6,Selçuklu,MehmetAkif
2705,127826-218,                2300000                 ,4,170,5,Selçuklu,Fatih
2706,89673-1553,                900000                 ,3,85,0,Cihanbeyli,Bahçelievler
2707,121745-443,                2300000                 ,4,175,10,Selçuklu,Yazır
2708,122179-353,                1434000                 ,4,170,5,Selçuklu,Kosova
2709,128842-227,                1400000                 ,4,160,3,Karatay,Fetih
2710,85590-201,                6500000                 ,8,250,27,Meram,Aşkan
2711,134423-262,                2080000                 ,4,135,1,Karatay,Hamzaoğlu
2712,99983-514,                2050000                 ,4,165,0,Selçuklu,Yazır
2713,66538-1287,                5250000                 ,5,210,0,Meram,Yenişehir
2714,125652-218,                1850000                 ,6,270,20,Selçuklu,Yazır
2715,83744-49,                5500000                 ,5,200,0,Selçuklu,Erenköy
2716,80269-1099,                1650000                 ,4,150,22,Meram,Havzan
2717,130592-110,                3150000                 ,5,200,0,Selçuklu,SelahaddinEyyubi
2718,126617-68,                2000000                 ,4,170,5,Meram,Aydoğdu
2719,124309-76,                6100000                 ,12,160,20,Selçuklu,Buhara
2720,132790-42,                1400000                 ,4,165,0,Beyşehir,Hamidiye
2721,102252-14,                2200000                 ,4,165,0,Selçuklu,Parsana
2722,129814-87,                1330000                 ,4,155,18,Selçuklu,Sancak
2723,123893-212,                780000                 ,4,160,25,Selçuklu,Fatih
2724,57166-486,                1650000                 ,5,180,25,Selçuklu,Aydınlıkevler
2725,89516-86,                2600000                 ,4,175,11,Selçuklu,Kılınçarslan
2726,61936-170,                1650000                 ,4,160,17,Selçuklu,Esenler
2727,126181-134,                1500000                 ,4,160,2,Ereğli,MehmetAkif
2728,57251-2199,                625000                 ,2,500,0,Meram,Sefaköy
2729,125648-72,                1200000                 ,3,137,1,Selçuklu,SelahaddinEyyubi
2730,70173-859,                1100000                 ,4,130,20,Ereğli,Türbe
2731,92343-643,                1100000                 ,4,160,30,Ereğli,HacıMütahir
2732,123376-144,                1600000                 ,5,230,2,Ereğli,Alhan
2733,135343-19,                4600000                 ,5,220,4,Selçuklu,Şeker
2734,131350-124,                1250000                 ,3,120,0,Karatay,Erenler
2735,0-40071281,                7000000                 ,5,126,50,Akşehir,Selçuk
2736,65022-123,                2750000                 ,5,220,5,Selçuklu,Sancak
2737,130520-377,                1100000                 ,3,125,0,Karatay,Gaziosmanpaşa
2738,121431-839,                1100000                 ,3,130,16,Selçuklu,BosnaHersek
2739,129076-45,                1450000                 ,4,160,6,Karatay,Kumköprü
2740,124212-30,                1500000                 ,4,190,15,Karatay,Sarıyakup
2741,123369-98,                1325000                 ,4,150,4,Meram,Bahçeşehir
2742,128032-203,                4487000                 ,4,600,5,Meram,Harmancık
2743,128140-112,                1350000                 ,3,150,0,Karatay,Keykubat
2744,135209-178,                1200000                 ,3,145,4,Ereğli,MimarSinan
2745,129429-75,                2650000                 ,4,150,10,Beyşehir,Üçpınar
2746,116512-635,                85000                 ,2,28,1,Selçuklu,Erenköy
2747,134423-203,                1400000                 ,4,160,0,Karatay,Çatalhüyük
2748,66538-1170,                1650000                 ,6,200,20,Selçuklu,HüsamettinÇelebi
2749,127826-173,                2500000                 ,4,170,5,Selçuklu,Fatih
2750,56827-284,                1450000                 ,4,200,25,Meram,Melikşah
2751,86980-939,                1750000                 ,4,145,0,Selçuklu,Kosova
2752,126617-65,                670000                 ,4,160,35,Karatay,Şemsitebrizi
2753,102252-13,                1550000                 ,4,153,0,Selçuklu,SelahaddinEyyubi
2754,132790-40,                1650000                 ,7,300,15,Beyşehir,Yeni
2755,134792-6,                5750000                 ,7,300,4,Meram,Kozağaç
2756,130592-78,                1450000                 ,3,125,0,Selçuklu,Buhara
2757,92473-591,                950000                 ,3,125,27,Selçuklu,ŞeyhŞamil
2758,96686-63,                1800000                 ,4,165,0,Selçuklu,SelahaddinEyyubi
2759,128842-347,                1250000                 ,4,155,21,Selçuklu,Akıncılar
2760,133841-24,                850000                 ,3,85,0,Meram,Gödene
2761,82412-1973,                1975000                 ,4,175,9,Meram,Melikşah
2762,92343-636,                1600000                 ,4,165,0,Ereğli,Atakent
2763,57166-513,                2100000                 ,4,150,6,Karatay,Çelebi
2764,99983-538,                2195000                 ,4,165,0,Selçuklu,Sancak
2765,135343-16,                2950000                 ,5,240,11,Meram,Havzan
2766,131350-80,                2100000                 ,5,188,0,Meram,Alpaslan
2767,66331-52,                2100000                 ,4,185,8,Selçuklu,Sancak
2768,120200-413,                800000                 ,3,557,11,Meram,Dere
2769,92645-270,                2350000                 ,5,200,20,Selçuklu,ŞeyhŞamil
2770,57251-2175,                4890000                 ,9,490,13,Meram,Alavardı
2771,89673-1499,                8350000                 ,9,450,3,Selçuklu,SilleAk
2772,122312-175,                780000                 ,2,90,6,Karatay,Erenler
2773,65040-46,                1500000                 ,4,125,0,Selçuklu,SelahaddinEyyubi
2774,130520-276,                2450000                 ,5,170,16,Meram,Çayırbağı
2775,92679-1353,                1660000                 ,4,175,0,Selçuklu,SelahaddinEyyubi
2776,134423-175,                1600000                 ,3,95,0,Karatay,Mengene
2777,66538-1095,                2000000                 ,6,200,10,Selçuklu,SelahaddinEyyubi
2778,121689-45,                1450000                 ,3,85,0,Selçuklu,SelahaddinEyyubi
2779,102252-11,                2100000                 ,4,165,0,Selçuklu,SelahaddinEyyubi
2780,134792-2,                3050000                 ,5,210,5,Meram,Aydoğdu
2781,132790-29,                1850000                 ,4,165,4,Beyşehir,Hacıakif
2782,34922-1422,                800000                 ,4,120,5,Meram,Karaağaç
2783,92949-602,                2500000                 ,3,100,4,Meram,Sadıklar
2784,121639-71,                2000000                 ,4,170,3,Ereğli,Türbe
2785,5115-3507,                2750000                 ,3,140,16,Meram,Hatıp
2786,121745-436,                2600000                 ,12,275,16,Selçuklu,Binkonutlar
2787,119735-197,                1100000                 ,4,160,7,Ereğli,Göktöme
2788,124309-30,                6500000                 ,10,307,0,Selçuklu,Buhara
2789,129604-53,                720000                 ,2,70,5,Selçuklu,Kosova
2790,60956-1349,                1100000                 ,3,115,30,Selçuklu,Nişantaş
2791,92343-475,                1600000                 ,3,165,1,Ereğli,NamıkKemal
2792,128842-339,                1220000                 ,3,150,7,Karatay,Doğuş
2793,57166-497,                920000                 ,4,145,22,Selçuklu,Akıncılar
2794,131350-51,                1100000                 ,4,130,28,Selçuklu,MehmetAkif
2795,126181-138,                6000000                 ,4,180,3,Ereğli,YıldırımBeyazıt
2796,78639-2986,                870000                 ,3,110,30,Ereğli,HacıMütahir
2797,124212-43,                1350000                 ,3,130,0,Meram,Aymanas
2798,123369-66,                4000000                 ,4,220,0,Meram,Gödene
2799,89673-1488,                2900000                 ,4,154,0,Selçuklu,SelahaddinEyyubi
2800,65192-130,                725000                 ,2,55,0,Meram,Bayat
2801,128096-55,                875000                 ,4,200,20,Kulu,Yeni
2802,106960-177,                850000                 ,4,135,28,Selçuklu,Feritpaşa
2803,122641-149,                1650000                 ,4,170,10,Selçuklu,Sancak
2804,92473-638,                1350000                 ,4,150,30,Meram,Havzan
2805,134423-26,                2300000                 ,4,150,15,Meram,Alakova
2806,121689-44,                1420000                 ,6,300,16,Selçuklu,Dumlupınar
2807,88297-34,                2330000                 ,8,600,10,Ereğli,500Evler
2808,102252-10,                1500000                 ,3,120,0,Selçuklu,SelahaddinEyyubi
2809,89044-131,                1350000                 ,5,272,25,Ereğli,Çömlekçi
2810,132790-15,                750000                 ,3,100,11,Beyşehir,Hamidiye
2811,5195-2824,                6000000                 ,4,185,15,Karatay,Karakulak
2812,66538-1319,                1920000                 ,6,300,8,Selçuklu,HüsamettinÇelebi
2813,123376-205,                895000                 ,4,190,30,Ereğli,HacıMütahir
2814,99983-552,                1400000                 ,3,100,0,Selçuklu,Kosova
2815,82412-2052,                1050000                 ,3,110,30,Selçuklu,Nişantaş
2816,134792-35,                1950000                 ,5,190,0,Karatay,Mengene
2817,120200-414,                1200000                 ,4,250,16,Meram,Harmancık
2818,86980-648,                2565000                 ,5,200,13,Selçuklu,ŞeyhŞamil
2819,128032-250,                6750000                 ,6,300,0,Meram,Lalebahçe
2820,121745-437,                995000                 ,4,140,20,Selçuklu,BosnaHersek
2821,130520-340,                600000                 ,2,91,0,Meram,Sefaköy
2822,57166-485,                1800000                 ,5,180,25,Selçuklu,Aydınlıkevler
2823,54167-629,                1300000                 ,3,120,0,Meram,Karahüyük
2824,112892-325,                4300000                 ,4,450,0,Halkapınar,Bahçelievler
2825,89673-1483,                3350000                 ,7,405,21,Selçuklu,MehmetAkif
2826,125648-78,                2650000                 ,4,205,10,Selçuklu,Akıncılar
2827,56086-1621,                11000000                 ,6,350,0,Selçuklu,Yazır
2828,111292-19,                1250000                 ,3,120,0,Meram,Kozağaç
2829,88901-150,                800000                 ,3,90,45,Selçuklu,Nişantaş
2830,123860-221,                255000                 ,4,149,27,Seydişehir,Kuran
2831,93052-147,                6500000                 ,5,224,4,Meram,Yenişehir
2832,78913-1273,                1500000                 ,4,170,0,Kulu,Karşıyaka
2833,57416-258,                1400000000                 ,4,162,0,Selçuklu,Parsana
2834,92343-649,                780000                 ,2,60,1,Ereğli,Toros
2835,121689-42,                3000000                 ,4,200,15,Selçuklu,MusallaBağları
2836,88297-25,                2500000                 ,6,265,5,Ereğli,Pirömer
2837,134317-16,                1000000                 ,3,95,0,Karatay,Karaaslandede
2838,89044-129,                1500000                 ,4,170,1,Ereğli,500Evler
2839,39168-4420,                950000                 ,4,130,25,Selçuklu,Hacıkaymak
2840,128440-31,                1400000                 ,3,115,0,Ereğli,Toros
2841,129170-49,                2350000                 ,10,550,0,Karatay,Saraçoğlu
2842,60956-1355,                3100000                 ,4,185,3,Selçuklu,Şeker
2843,134423-254,                1350000                 ,4,125,0,Karatay,Karaaslandede
2844,66538-1212,                1550000                 ,4,160,2,Karatay,Akabe
2845,121431-842,                1080000                 ,4,125,26,Selçuklu,Fatih
2846,99983-492,                1725000                 ,4,180,13,Selçuklu,Yazır
2847,129604-35,                1150000                 ,4,140,3,Beyşehir,Avşar
2848,78639-2983,                100                 ,4,160,0,Ereğli,Toros
2849,123376-329,                4330000                 ,4,150,10,Ereğli,Sarıtopallı
2850,57251-2179,                2050000                 ,5,210,8,Selçuklu,Selçuk
2851,125746-157,                1700000                 ,4,155,0,Karatay,Orhangazi
2852,88738-83,                3100000                 ,4,250,32,Karapınar,Hacıİsa
2853,102252-16,                1450000                 ,3,130,0,Selçuklu,Kosova
2854,131350-4,                900000                 ,4,135,4,Selçuklu,Kosova
2855,134113-68,                1925000                 ,6,250,2,Meram,Alakova
2856,57166-509,                2235000                 ,4,170,0,Karatay,Akabe
2857,92645-245,                900000                 ,4,165,20,Selçuklu,BosnaHersek
2858,128096-57,                1000000                 ,3,110,1,Kulu,Alparslan
2859,86980-659,                2565000                 ,5,200,9,Selçuklu,ŞeyhŞamil
2860,124132-228,                1259000                 ,4,155,15,Selçuklu,Kosova
2861,130520-436,                600000                 ,4,170,0,Karatay,Çelebi
2862,129462-154,                2400000                 ,4,170,0,Ereğli,Dalmaz
2863,135159-8,                5285000                 ,5,205,2,Selçuklu,Yazır
2864,121689-37,                1450000                 ,3,115,0,Selçuklu,Parsana
2865,88297-12,                1100000                 ,3,90,1,Ereğli,Atakent
2866,120991-189,                12500                 ,7,250,10,Selçuklu,Yazır
2867,132760-67,                1300000                 ,4,140,10,Selçuklu,Buhara
2868,66464-384,                1975000                 ,4,190,10,Selçuklu,Esenler
2869,97796-414,                2250000                 ,6,138,0,Selçuklu,Sille
2870,124086-144,                8500000                 ,7,250,0,Meram,Harmancık
2871,121431-841,                1350000                 ,4,140,3,Selçuklu,SelahaddinEyyubi
2872,60020-442,                2900000                 ,4,200,3,Selçuklu,Kılınçarslan
2873,57416-301,                1850000                 ,6,225,10,Selçuklu,MehmetAkif
2874,60956-1340,                1200000                 ,2,70,7,Selçuklu,Binkonutlar
2875,5195-2825,                3300000                 ,3,125,2,Meram,Çomaklı
2876,124511-303,                1450000                 ,4,150,25,Ereğli,Eti
2877,76578-2847,                2600000                 ,7,360,10,Selçuklu,SilleAk
2878,134317-5,                1550000                 ,4,115,0,Karatay,Hasandedemescit
2879,128440-38,                750000                 ,2,80,1,Ereğli,Atakent
2880,57166-406,                1100000                 ,4,121,20,Akşehir,Altunkalem
2881,124212-41,                2150000                 ,4,165,0,Meram,Uluırmak
2882,57251-2180,                740000                 ,3,125,25,Selçuklu,Fatih
2883,99983-545,                590000                 ,4,165,0,Meram,Aymanas
2884,125962-88,                2100000                 ,4,160,0,Selçuklu,Erenköy
2885,66538-1103,                1250000                 ,5,235,4,Karatay,Gaziosmanpaşa
2886,107333-22,                1795000                 ,4,175,11,Meram,Alavardı
2887,126181-152,                1900000                 ,4,150,25,Ereğli,NamıkKemal
2888,125648-110,                999000                 ,4,160,15,Karatay,SultanMesud
2889,92473-628,                1175000                 ,3,125,0,Selçuklu,Kosova
2890,121689-32,                2250000                 ,4,180,0,Selçuklu,Parsana
2891,88297-11,                1610000                 ,4,162,0,Ereğli,Atakent
2892,129462-109,                1670000                 ,4,150,2,Ereğli,Fatih
2893,88738-24,                1650000                 ,4,150,0,Selçuklu,Erenköy
2894,70173-823,                1230000                 ,4,160,18,Ereğli,NamıkKemal
2895,133785-41,                750000                 ,3,90,0,Meram,Alakova
2896,131193-65,                700000                 ,4,139,26,Karatay,Şemsitebrizi
2897,132790-34,                1375000                 ,3,95,3,Beyşehir,Esentepe
2898,131350-130,                1600000                 ,4,170,8,Karatay,Hasandedemescit
2899,128842-110,                1745000                 ,5,300,4,Karatay,Karaaslandede
2900,80269-1102,                865000                 ,1,55,6,Meram,Aşkan
2901,121431-838,                2500000                 ,4,162,0,Selçuklu,Parsana
2902,128096-56,                600000                 ,2,80,1,Kulu,Karşıyaka
2903,134423-209,                1060000                 ,4,135,10,Meram,Gödene
2904,57416-295,                1400000                 ,4,150,0,Selçuklu,SelahaddinEyyubi
2905,124511-258,                3300000                 ,6,3.800,10,Ereğli,Alpaslan
2906,86980-918,                985000                 ,4,140,25,Selçuklu,Bedir
2907,121639-96,                1460000                 ,4,160,3,Ereğli,Cinler
2908,56827-286,                1250000                 ,2,70,6,Meram,Aşkan
2909,130520-432,                2650000                 ,8,280,16,Meram,Alavardı
2910,57166-510,                4200000                 ,5,240,10,Selçuklu,Beyhekim
2911,121689-23,                2300000                 ,4,180,0,Selçuklu,SelahaddinEyyubi
2912,111292-22,                4250000                 ,4,198,0,Meram,Yenişehir
2913,54167-523,                715000                 ,4,120,4,Karatay,Nakipoğlu
2914,66538-1521,                255000                 ,3,100,20,Meram,Botsa
2915,125962-89,                850000                 ,2,75,0,Karatay,Akabe
2916,125746-156,                1300000                 ,3,120,0,Karatay,Orhangazi
2917,92390-759,                3000000                 ,6,300,21,Meram,Yenişehir
2918,112892-695,                4200000                 ,5,2.610,0,Halkapınar,Bahçelievler
2919,73671-1113,                1325000                 ,4,180,4,Karatay,Akifpaşa
2920,128842-158,                1900000                 ,4,150,5,Meram,Bahçeşehir
2921,121431-834,                1280000                 ,3,120,5,Selçuklu,Buhara
2922,78913-1229,                1700000                 ,5,180,7,Kulu,Yeni
2923,134423-117,                1700000                 ,4,150,10,Meram,Hadimi
2924,76578-2741,                5500000                 ,16,650,15,Selçuklu,HüsamettinÇelebi
2925,126181-114,                2000000                 ,4,130,25,Ereğli,Gülbahçe
2926,124511-251,                3300000                 ,5,150,15,Ereğli,Orhangazi
2927,82412-2007,                6275000                 ,6,325,5,Selçuklu,SilleAk
2928,131193-52,                850000                 ,3,130,5,Karatay,Nakipoğlu
2929,132790-28,                810000                 ,4,135,26,Beyşehir,Evsat
2930,124086-82,                1500000                 ,4,160,0,Karatay,Karakulak
2931,130520-425,                5240000                 ,5,260,0,Meram,Yenişehir
2932,80269-1078,                6000000                 ,8,400,4,Meram,Alavardı
2933,78639-2968,                1830000                 ,4,170,7,Ereğli,Fatih
2934,132907-128,                875000                 ,3,140,30,Meram,Sahibiata
2935,57166-411,                650000                 ,3,121,20,Akşehir,İstasyon
2936,66538-1330,                1600000                 ,3,125,0,Meram,Alavardı
2937,121431-829,                1350000                 ,4,165,11,Karatay,Keçeciler
2938,95118-335,                7500000                 ,4,130,6,Selçuklu,Erenköy
2939,88620-244,                4500000                 ,3,100,3,Selçuklu,Dağdere
2940,98608-851,                940000                 ,4,155,9,Ereğli,Barbaros
2941,57416-347,                2200000                 ,4,185,9,Selçuklu,Akşemsettin
2942,62297-213,                400000                 ,6,230,25,Meram,Kızılören
2943,132282-32,                1000000                 ,3,106,0,Kulu,Karşıyaka
2944,135343-82,                2250000                 ,4,320,25,Meram,Lalebahçe
2945,129462-158,                1500000                 ,4,150,10,Ereğli,Toros
2946,121689-6,                1550000                 ,3,100,0,Selçuklu,SilleAk
2947,123376-344,                1050000                 ,4,165,29,Ereğli,Hamidiye
2948,134317-34,                915000                 ,3,100,0,Karatay,Karaaslandede
2949,89673-1496,                1500000                 ,3,145,3,Karatay,Ulubatlıhasan
2950,126181-101,                920000                 ,3,120,20,Ereğli,Barbaros
2951,92473-562,                950000                 ,2,70,10,Selçuklu,Kosova
2952,96769-507,                1450000                 ,4,165,11,Karatay,Fevziçakmak
2953,130520-392,                2575000                 ,6,320,11,Meram,Kovanağzı
2954,80269-986,                8850000                 ,7,375,3,Selçuklu,SilleAk
2955,119637-238,                1950000                 ,4,185,0,Selçuklu,Erenköy
2956,129985-127,                1720000                 ,4,150,0,Ereğli,HacıMustafa
2957,88297-3,                1550000                 ,4,165,0,Ereğli,Gülbahçe
2958,124086-143,                3750000                 ,8,200,0,Karatay,Karaaslandede
2959,65192-190,                1520000                 ,6,200,16,Meram,Melikşah
2960,56827-276,                880000                 ,3,125,30,Meram,Alavardı
2961,125648-109,                3750000                 ,5,206,6,Selçuklu,Şeker
2962,0-39192155,                1000000                 ,4,145,20,Akşehir,Yarenler
2963,57166-499,                1850000                 ,4,150,15,Selçuklu,Yazır
2964,125838-120,                2000000                 ,4,170,0,Karatay,Keçeciler
2965,81846-1426,                5000000                 ,8,230,21,Meram,Durunday
2966,121431-825,                1150000                 ,4,130,21,Selçuklu,Malazgirt
2967,78639-2967,                1400000                 ,4,165,15,Ereğli,Talatpaşa
2968,125962-90,                4500000                 ,4,165,0,Meram,Yenişehir
2969,57416-330,                1050000                 ,4,165,15,Selçuklu,Fatih
2970,57251-2173,                1250000                 ,3,100,0,Meram,Karahüyük
2971,135159-12,                615000                 ,4,150,0,Meram,Aymanas
2972,132282-29,                1250000                 ,4,150,0,Kulu,FatihSultanMehmet
2973,86980-897,                1850000                 ,4,175,2,Selçuklu,Parsana
2974,5115-3422,                1250000                 ,3,120,20,Selçuklu,Nişantaş
2975,128842-325,                1425000                 ,4,160,13,Selçuklu,ŞeyhŞamil
2976,135343-81,                1250000                 ,3,110,4,Karatay,Keykubat
2977,134423-59,                1750000                 ,4,165,10,Meram,Uzunharmanlar
2978,129462-52,                1175000                 ,3,100,0,Ereğli,DoğuElagözlü
2979,73671-1105,                5700000                 ,10,165,5,Selçuklu,SilleAk
2980,121639-82,                1500000                 ,3,1.250,3,Ereğli,Göktöme
2981,130520-391,                2990000                 ,6,280,5,Selçuklu,Sancak
2982,66538-1443,                1850000                 ,3,130,0,Selçuklu,Akşemsettin
2983,94059-100,                1150000                 ,4,130,20,Selçuklu,BosnaHersek
2984,129985-112,                850000                 ,3,140,25,Ereğli,Kazancı
2985,80269-709,                4500000                 ,11,440,22,Selçuklu,Erenköy
2986,122312-187,                950000                 ,4,150,18,Karatay,Nakipoğlu
2987,133360-8,                1499000                 ,4,155,2,Karatay,Hamzaoğlu
2988,0-39808513,                950000                 ,3,140,15,Karatay,Köprübaşı
2989,121431-818,                1250000                 ,4,165,21,Selçuklu,Aydınlıkevler
2990,5195-2774,                1850000                 ,3,90,1,Karatay,Şatır
2991,128972-377,                1595000                 ,4,165,3,Karatay,Hamzaoğlu
2992,135343-29,                1900000                 ,4,165,0,Karatay,Orhangazi
2993,124086-158,                1060000                 ,3,110,0,Karatay,Çatalhüyük
2994,126181-125,                1330000                 ,3,120,0,Ereğli,Şinasi
2995,128842-358,                2300000                 ,4,170,0,Selçuklu,Işıklar
2996,120656-426,                1890000                 ,4,170,0,Karatay,Köprübaşı
2997,78639-2971,                1600000                 ,4,165,4,Ereğli,Fatih
2998,130520-382,                1250000                 ,4,145,11,Selçuklu,BosnaHersek
2999,0-40027129,                600000                 ,2,80,1,Kulu,FatihSultanMehmet
3000,132613-23,                450000                 ,3,110,30,Seydişehir,Kesecik
3001,112034-181,                6000000                 ,8,600,15,Selçuklu,Buhara
3002,58332-379,                9000000                 ,6,275,0,Selçuklu,SilleAk
3003,121689-4,                1520000                 ,3,115,2,Selçuklu,Beyhekim
3004,129814-116,                900000                 ,4,120,30,Selçuklu,Binkonutlar
3005,80269-643,                4050000                 ,5,257,0,Selçuklu,Işıklar
3006,66538-1431,                1750000                 ,4,165,0,Karatay,Selimsultan
3007,57166-508,                2000000                 ,4,160,8,Meram,Gödene
3008,121431-802,                1950000                 ,5,246,16,Selçuklu,Dumlupınar
3009,112892-683,                850000                 ,2,80,4,Ereğli,Barbaros
3010,131350-261,                1700000                 ,4,160,0,Karatay,Ulubatlıhasan
3011,78913-1235,                950000                 ,3,135,0,Kulu,FatihSultanMehmet
3012,76578-2838,                2000000                 ,3,145,8,Karatay,Ortakonak
3013,78639-2970,                2500000                 ,4,175,1,Ereğli,Cinler
3014,130520-316,                2100000                 ,4,150,0,Karatay,KerimDede
3015,94059-99,                1150000                 ,3,125,20,Selçuklu,BosnaHersek
3016,128842-338,                2050000                 ,4,180,1,Selçuklu,Akşemsettin
3017,0-36996190,                4750000                 ,4,265,70,Karatay,Aziziye
3018,127826-258,                770000                 ,3,120,40,Meram,Konevi
3019,112034-169,                7500000                 ,12,725,17,Selçuklu,Erenköy
3020,65192-181,                1250000                 ,4,140,26,Selçuklu,İhsaniye
3021,129201-24,                1550000                 ,4,165,3,Karatay,Emirgazi
3022,80269-808,                4750000                 ,5,300,0,Meram,Gödene
3023,66538-1389,                5850000                 ,6,240,8,Selçuklu,Kılınçarslan
3024,125652-287,                2000000                 ,4,170,0,Selçuklu,HüsamettinÇelebi
3025,121431-801,                2900000                 ,5,215,21,Meram,Pirebi
3026,126181-128,                1500000                 ,3,110,0,Ereğli,Pirömer
3027,120656-421,                2550000                 ,4,168,0,Karatay,Keçeciler
3028,125838-155,                1225000                 ,3,120,0,Meram,Harmancık
3029,132907-116,                3500000                 ,5,160,23,Meram,Kaşınhanı
